Table S1: Results of U-Th-Pb analyses for igneous and detrital zircon samples,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Isotope ratios,,,,,Apparent ages (Ma),,,,,,,,Concordance,
,,,,,,,,,,,,,,,,,,,,
Analysis,U,206Pb,U/Th,206Pb*,±2s,207Pb*,±2s,206Pb*,±2s,error,206Pb*,±2s,207Pb*,±2s,206Pb*,±2s,Best age,±2s,68 vs. 67,68 vs. 75
,(ppm),204Pb,,207Pb*,(%),235U*,(%),238U,(%),corr.,238U*,(Ma),235U,(Ma),207Pb*,(Ma),(Ma),(Ma),(%),(%)
,,,,,,,,,,,,,,,,,,,,
MR24-020 283,122,60238,5.85,15.3524,3.0,1.18111,5.1,0.131571,4.2,0.815,796.8,31.2,791.8,28.1,777.8,62.2,796.8,31.2,102.4,100.6
MR24-020 284,58,69774,2.59,16.5092,3.9,0.82119,6.5,0.09837,5.2,0.802,604.9,29.9,608.7,29.6,623.1,83.2,604.9,29.9,97.1,99.4
MR24-020 285,169,186389,3.25,8.4953,1.8,5.06892,4.8,0.312455,4.5,0.926,1752.8,68.7,1830.9,41.0,1921.0,32.7,1921.0,32.7,91.2,95.7
MR24-020 286,76,80759,3.83,16.1741,4.2,0.90256,5.9,0.105924,4.2,0.703,649.0,25.8,653.1,28.7,667.2,90.6,649.0,25.8,97.3,99.4
MR24-020 287,128,73571,2.46,16.5495,2.8,0.86466,5.1,0.10383,4.2,0.834,636.8,25.5,632.7,23.8,617.8,60.2,636.8,25.5,103.1,100.6
MR24-020 288,211,1339692,11.43,15.4521,1.9,1.00131,4.6,0.112267,4.1,0.904,685.9,26.8,704.5,23.2,764.1,41.0,685.9,26.8,89.8,97.4
MR24-020 289,217,185583,4.01,13.5877,1.5,1.71633,3.5,0.169216,3.2,0.907,1007.8,29.8,1014.7,22.6,1029.5,30.0,1029.5,30.0,97.9,99.3
MR24-020 290,251,251930,2.1,16.4613,2.9,0.83025,4.7,0.099167,3.7,0.79,609.5,21.5,613.7,21.5,629.4,61.7,609.5,21.5,96.8,99.3
MR24-020 291,127,589690,1.5,8.0314,1.5,6.40966,4.0,0.373525,3.7,0.931,2046.0,65.7,2033.6,35.4,2021.0,26.1,2021.0,26.1,101.2,100.6
MR24-020 292,76,13757,3.92,16.6665,3.5,0.75571,5.5,0.091389,4.2,0.767,563.7,22.8,571.5,24.1,602.6,76.7,563.7,22.8,93.5,98.6
MR24-020 293,239,332255,12.66,14.5841,2.3,1.29163,3.7,0.136682,2.9,0.782,825.9,22.4,842.0,21.2,884.8,47.7,825.9,22.4,93.3,98.1
MR24-020 294,331,495168,3.0,8.7929,1.8,4.75449,4.1,0.303339,3.7,0.896,1707.8,55.4,1776.9,34.6,1859.0,33.1,1859.0,33.1,91.9,96.1
MR24-020 296,99,177318,2.3,9.2429,2.1,4.65898,4.7,0.31246,4.2,0.892,1752.8,63.7,1759.9,38.9,1768.3,38.5,1768.3,38.5,99.1,99.6
MR24-020 297,31,125453,0.82,8.2062,2.7,5.96262,6.5,0.355037,6.0,0.911,1958.6,100.7,1970.4,56.9,1982.8,47.9,1982.8,47.9,98.8,99.4
MR24-020 298,268,168789,2.92,15.9135,2.9,0.9562,3.9,0.11041,2.7,0.679,675.1,17.0,681.3,19.4,701.9,61.1,675.1,17.0,96.2,99.1
MR24-020 299,100,151919,2.44,15.1976,2.4,1.20125,4.4,0.132466,3.8,0.845,801.9,28.3,801.2,24.7,799.0,49.9,801.9,28.3,100.4,100.1
MR24-020 300,133,906568,3.24,10.9491,1.8,3.15638,5.4,0.250762,5.1,0.946,1442.4,66.5,1446.6,41.9,1452.7,33.5,1452.7,33.5,99.3,99.7
MR24-020 301,103,23910,6.99,17.6868,3.7,0.62142,7.4,0.079749,6.4,0.866,494.6,30.4,490.7,28.7,472.6,81.4,494.6,30.4,104.7,100.8
MR24-020 302,447,353208,4.64,15.2385,1.4,1.16921,3.0,0.12928,2.7,0.886,783.8,19.7,786.3,16.4,793.4,29.2,783.8,19.7,98.8,99.7
MR24-020 303,70,391119,3.28,15.6863,3.4,1.11105,5.9,0.126459,4.8,0.811,767.6,34.4,758.7,31.3,732.4,72.7,767.6,34.4,104.8,101.2
MR24-020 304,383,325095,13.65,16.6102,1.6,0.82752,3.2,0.099735,2.8,0.861,612.9,16.1,612.2,14.7,609.9,35.2,612.9,16.1,100.5,100.1
MR24-020 305,232,100070,4.22,16.7234,3.0,0.79396,6.1,0.096342,5.3,0.87,592.9,30.3,593.4,27.6,595.2,65.8,592.9,30.3,99.6,99.9
MR24-020 306,87,109966,1.74,16.7241,4.5,0.72244,5.9,0.087668,3.8,0.65,541.7,19.9,552.1,25.1,595.2,97.0,541.7,19.9,91.0,98.1
MR24-020 307,94,160875,2.57,16.383,3.2,0.82997,5.4,0.098662,4.3,0.799,606.6,24.8,613.6,24.8,639.7,69.6,606.6,24.8,94.8,98.9
MR24-020 308,205,81722,1.81,16.9645,2.5,0.72287,4.2,0.088981,3.4,0.81,549.5,17.8,552.4,17.8,564.1,53.4,549.5,17.8,97.4,99.5
MR24-020 309,121,66342,6.06,16.8213,3.1,0.77016,4.8,0.094002,3.7,0.772,579.2,20.6,579.9,21.3,582.6,66.5,579.2,20.6,99.4,99.9
MR24-020 310,76,1453709,2.47,8.4937,1.7,5.5332,5.0,0.341012,4.7,0.938,1891.5,77.3,1905.8,43.3,1921.3,31.4,1921.3,31.4,98.4,99.2
MR24-020 311,95,178427,2.06,16.1318,3.1,0.82554,6.2,0.09663,5.4,0.867,594.6,30.7,611.1,28.6,672.8,66.5,594.6,30.7,88.4,97.3
MR24-020 312,322,160289,9.08,15.1751,2.7,1.06425,5.9,0.117184,5.2,0.883,714.3,35.0,735.9,30.6,802.2,57.6,714.3,35.0,89.0,97.1
MR24-020 313,168,418668,5.23,10.6781,1.2,2.82881,3.3,0.219176,3.1,0.933,1277.5,35.6,1363.2,24.7,1500.2,22.5,1500.2,22.5,85.2,93.7
MR24-020 314,260,1454109,2.53,16.4643,2.5,0.827,3.5,0.098797,2.5,0.703,607.4,14.4,611.9,16.2,629.0,54.2,607.4,14.4,96.6,99.3
MR24-020 315,151,178061,4.46,16.5343,3.0,0.80096,5.4,0.096093,4.5,0.83,591.5,25.2,597.4,24.3,619.8,64.8,591.5,25.2,95.4,99.0
,,,,,,,,,,,,,,,,,,,,
Rejected Analyses,,,,,,,,,,,,,,,,,,,,
MR24-020 2,96.0,569369.0,7.06,16.7694,4.0,0.86991,6.1,0.105849,4.6,0.754,648.6,28.2,635.5,28.7,589.3,86.5,648.6,28.2,110.1,102.1
MR24-020 6,123.0,33097.0,2.78,15.0545,3.9,0.95491,5.9,0.104309,4.4,0.748,639.6,26.8,680.7,29.2,818.9,81.5,639.6,26.8,78.1,94.0
MR24-020 30,204.0,65456.0,3.74,16.8749,2.3,0.82213,4.2,0.100664,3.5,0.831,618.3,20.6,609.2,19.3,575.6,50.9,618.3,20.6,107.4,101.5
MR24-020 44,97.0,90213.0,7.33,16.2139,2.7,0.96921,6.9,0.114024,6.3,0.918,696.1,41.5,688.1,34.3,661.9,58.1,696.1,41.5,105.2,101.2
MR24-020 72,118.0,5000.0,283.48,10.0,1.0,0.1,1.0,0.1,1.0,0.8,500.0,1.0,500.0,1.0,500.0,1.0,500.0,1.0,100.0,100.0
MR24-020 84,45.0,107496.0,14.63,15.5314,5.0,0.86834,6.9,0.097857,4.7,0.685,601.8,27.0,634.7,32.4,753.4,105.5,601.8,27.0,79.9,94.8
MR24-020 89,180.0,288195.0,4.28,16.8096,2.6,0.83635,4.9,0.102009,4.2,0.849,626.2,25.0,617.1,22.8,584.1,56.7,626.2,25.0,107.2,101.5
MR24-020 93,135.0,69543.0,2.89,9.9392,2.1,2.84757,3.8,0.205361,3.2,0.831,1204.1,35.1,1368.2,28.9,1634.6,39.8,1634.6,39.8,73.7,88.0
MR24-020 94,21.0,44809.0,3.02,1.5202,44.4,29.10475,45.5,0.321034,9.7,0.213,1794.8,152.0,3457.1,453.7,500.0,1.0,500.0,2.0,359.0,51.9
MR24-020 98,362.0,307671.0,5.31,15.7746,2.5,1.09911,4.1,0.125804,3.3,0.8,763.9,23.6,752.9,21.8,720.5,52.2,763.9,23.6,106.0,101.5
MR24-020 115,64.0,52031.0,3.48,8.329,2.2,4.45572,5.6,0.269282,5.2,0.92,1537.2,70.7,1722.8,46.6,1956.3,39.3,1956.3,39.3,78.6,89.2
MR24-020 148,211.0,122411.0,5.35,20.4619,6.4,0.78963,60.3,0.117237,60.0,0.994,714.6,406.0,591.0,271.9,140.6,149.8,714.6,406.0,508.3,120.9
MR24-020 150,182.0,167826.0,12.58,15.9495,2.5,0.89782,4.7,0.103904,4.0,0.849,637.2,24.0,650.6,22.4,697.1,52.5,637.2,24.0,91.4,97.9
MR24-020 151,30.0,18540.0,2.21,16.7985,7.2,0.82591,9.6,0.10067,6.3,0.659,618.3,37.2,611.3,44.0,585.5,156.4,618.3,37.2,105.6,101.1
MR24-020 165,112.0,70381.0,3.85,15.0345,4.1,0.93863,6.2,0.102395,4.7,0.753,628.4,28.1,672.2,30.7,821.7,85.7,628.4,28.1,76.5,93.5
MR24-020 166,65.0,10417.0,3.12,11.5127,6.3,1.23135,8.5,0.102862,5.7,0.674,631.2,34.4,815.0,47.5,1356.5,120.7,1356.5,120.7,46.5,77.4
MR24-020 176,132.0,635084.0,8.44,13.5861,2.6,1.35351,4.5,0.13343,3.6,0.812,807.4,27.7,869.1,26.2,1029.7,52.9,1029.7,52.9,78.4,92.9
MR24-020 180,82.0,427421.0,3.85,9.1987,2.3,3.6726,5.3,0.24513,4.7,0.9,1413.3,60.2,1565.4,42.1,1777.1,41.9,1777.1,41.9,79.5,90.3
MR24-020 189,730.0,1554987.0,13.65,13.3114,10.3,1.08026,13.1,0.104339,8.1,0.616,639.8,49.2,743.8,69.1,1070.9,207.4,639.8,49.2,59.7,86.0
MR24-020 196,20.0,24816.0,1.5,13.9503,4.4,1.15659,13.8,0.117074,13.1,0.948,713.7,88.2,780.4,75.0,976.0,89.7,713.7,88.2,73.1,91.5
MR24-020 208,149.0,105173.0,4.26,8.0945,2.6,3.80092,13.6,0.223241,13.4,0.982,1299.0,157.4,1592.9,109.7,2007.2,46.1,2007.2,46.1,64.7,81.5
MR24-020 210,208.0,2500.0,1.91,3.1799,46.9,6.7149,47.3,0.154936,6.4,0.136,928.6,55.5,2074.6,424.0,3542.3,734.0,3542.3,734.0,26.2,44.8
MR24-020 219,48.0,27792.0,6.52,15.0316,8.4,1.09375,10.0,0.119294,5.5,0.544,726.5,37.5,750.3,53.2,822.1,175.8,726.5,37.5,88.4,96.8
MR24-020 239,75.0,35878.0,2.79,14.9296,4.6,0.96028,7.4,0.104026,5.8,0.786,638.0,35.1,683.4,36.6,836.2,94.9,638.0,35.1,76.3,93.4
MR24-020 243,72.0,90979.0,3.55,9.059,6.1,3.42976,7.9,0.225443,4.9,0.629,1310.6,58.6,1511.2,61.8,1805.0,111.2,1805.0,111.2,72.6,86.7
MR24-020 255,206.0,82616.0,2.32,5.7126,2.2,9.12351,6.5,0.378176,6.1,0.944,2067.8,108.5,2350.5,59.5,2605.8,35.9,2605.8,35.9,79.4,88.0
MR24-020 263,57.0,103064.0,1.48,15.4583,5.2,0.87204,7.0,0.097812,4.6,0.658,601.6,26.3,636.7,32.9,763.3,110.4,601.6,26.3,78.8,94.5
MR24-020 295,145.0,1379852.0,11.4,7.0289,2.4,4.21707,4.1,0.215076,3.3,0.809,1255.8,37.5,1677.3,33.3,2254.2,41.2,2254.2,41.2,55.7,74.9
,,,,,,,,,,,,,,,,,,,,
MHA2 (MR24-023),,,,,,,,,,,,,,,,,,,,
MR24-023 1,235,1127284,3.75,4.8421,1.6,16.3894,2.7,0.57582,2.2,0.813,2931.7,52.4,2899.8,26.2,2877.7,25.9,2877.7,25.9,101.9,101.1
MR24-023 2,122,214117,3.49,7.9419,1.9,6.41018,4.8,0.369392,4.4,0.918,2026.5,77.0,2033.7,42.4,2040.9,33.8,2040.9,33.8,99.3,99.6
MR24-023 3,269,402673,1.42,7.6089,1.1,6.64369,3.4,0.366795,3.2,0.946,2014.3,55.5,2065.2,29.9,2116.3,19.3,2116.3,19.3,95.2,97.5
MR24-023 4,269,79324,1.97,16.3871,2.7,0.87684,4.2,0.10426,3.2,0.77,639.3,19.7,639.3,19.9,639.1,57.7,639.3,19.7,100.0,100.0
MR24-023 5,253,843713,0.92,16.52,3.0,0.78791,4.9,0.094446,3.8,0.792,581.8,21.4,590.0,21.7,621.7,63.9,581.8,21.4,93.6,98.6
MR24-023 6,54,162086,1.48,5.0173,1.8,15.34401,6.8,0.558607,6.5,0.962,2860.9,151.2,2836.8,64.8,2819.8,30.1,2819.8,30.1,101.5,100.8
MR24-023 7,488,4644544,1.97,4.5194,1.7,18.12914,3.6,0.594503,3.2,0.885,3007.7,76.4,2996.6,34.6,2989.2,26.9,2989.2,26.9,100.6,100.4
MR24-023 8,81,90803,1.47,13.8837,2.4,1.33731,4.4,0.13472,3.7,0.839,814.7,28.0,862.1,25.4,985.8,48.3,985.8,48.3,82.6,94.5
MR24-023 9,133,190397,3.33,5.1138,2.7,13.11993,7.3,0.486818,6.7,0.93,2556.9,142.4,2688.3,68.5,2788.7,43.8,2788.7,43.8,91.7,95.1
MR24-023 10,50,59911,2.2,16.7628,4.4,0.8107,6.4,0.098606,4.7,0.732,606.2,27.2,602.8,29.2,590.1,94.7,606.2,27.2,102.7,100.6
MR24-023 12,456,412614,5.11,8.5243,1.8,5.22901,4.9,0.323425,4.5,0.926,1806.4,70.8,1857.4,41.4,1914.8,32.9,1914.8,32.9,94.3,97.3
MR24-023 13,74,630420,1.03,6.057,1.7,10.08975,3.5,0.443439,3.1,0.882,2366.0,61.7,2443.0,32.6,2507.8,27.9,2507.8,27.9,94.3,96.8
MR24-023 14,736,125661,1.27,15.7177,1.9,0.85917,3.1,0.097986,2.4,0.79,602.6,14.1,629.7,14.5,728.2,40.3,602.6,14.1,82.8,95.7
MR24-023 15,51,133369,0.77,4.9667,2.2,15.07098,6.7,0.543125,6.3,0.943,2796.5,142.4,2819.7,63.4,2836.4,36.3,2836.4,36.3,98.6,99.2
MR24-023 16,177,253433,2.85,6.7448,2.7,8.39686,5.4,0.410939,4.7,0.87,2219.2,88.8,2274.8,49.3,2325.2,45.9,2325.2,45.9,95.4,97.6
MR24-023 17,611,203723,33.28,16.6883,1.6,0.82537,3.1,0.099943,2.6,0.86,614.1,15.5,611.0,14.1,599.8,34.0,614.1,15.5,102.4,100.5
MR24-023 18,87,161325,2.3,7.7052,1.5,6.54062,5.2,0.365676,5.0,0.959,2009.0,86.9,2051.4,46.2,2094.2,26.0,2094.2,26.0,95.9,97.9
MR24-023 19,225,123444,4.24,16.6124,2.3,0.80175,4.6,0.096642,4.0,0.873,594.7,22.9,597.8,20.9,609.6,48.7,594.7,22.9,97.6,99.5
MR24-023 20,85,127929,1.1,7.9474,1.6,5.71901,4.9,0.32979,4.6,0.943,1837.4,73.3,1934.2,42.0,2039.7,28.7,2039.7,28.7,90.1,95.0
MR24-023 21,59,22740,2.54,16.2632,3.3,0.85985,6.5,0.101466,5.6,0.858,623.0,33.3,630.0,30.7,655.4,71.9,623.0,33.3,95.1,98.9
MR24-023 22,253,126386,4.25,17.0701,2.3,0.66414,4.4,0.08226,3.8,0.856,509.6,18.6,517.1,18.0,550.6,50.1,509.6,18.6,92.6,98.5
MR24-023 23,334,135377,3.08,16.0058,2.0,0.93108,3.4,0.108134,2.7,0.813,661.9,17.2,668.2,16.5,689.5,41.9,661.9,17.2,96.0,99.1
MR24-023 24,190,186997,2.29,11.505,2.1,2.6147,5.2,0.218275,4.7,0.911,1272.8,54.8,1304.8,38.2,1357.8,41.4,1357.8,41.4,93.7,97.5
MR24-023 25,717,1958637,14.46,4.6615,1.9,17.02089,3.1,0.575705,2.5,0.792,2931.2,58.6,2936.0,30.1,2939.3,31.0,2939.3,31.0,99.7,99.8
MR24-023 26,1394,252878,3.41,12.9459,1.4,1.69954,2.6,0.159646,2.1,0.827,954.8,18.9,1008.4,16.5,1126.6,28.9,1126.6,28.9,84.8,94.7
MR24-023 27,173,84307,1.98,16.4655,3.6,0.82399,5.7,0.098445,4.5,0.78,605.3,25.8,610.3,26.3,628.8,77.3,605.3,25.8,96.3,99.2
MR24-023 28,29,149744,1.7,16.0952,7.1,0.85286,9.8,0.099603,6.6,0.681,612.1,38.8,626.2,45.6,677.6,152.8,612.1,38.8,90.3,97.7
MR24-023 29,91,44770,1.96,16.1928,3.3,0.88534,5.0,0.104022,3.7,0.748,637.9,22.6,643.9,23.7,664.7,70.6,637.9,22.6,96.0,99.1
MR24-023 30,79,28445,0.97,16.6715,3.3,0.80148,5.1,0.096953,3.8,0.758,596.5,21.9,597.7,22.9,601.9,71.7,596.5,21.9,99.1,99.8
MR24-023 31,396,1198926,1.73,4.5493,1.5,18.02248,3.1,0.594915,2.8,0.885,3009.3,66.9,2990.9,30.3,2978.6,23.5,2978.6,23.5,101.0,100.6
MR24-023 32,115,26007,2.63,16.57,3.6,0.86293,5.6,0.103751,4.3,0.766,636.4,25.8,631.7,26.1,615.2,77.2,636.4,25.8,103.4,100.7
MR24-023 33,119,274059,2.79,16.258,3.7,0.84923,5.1,0.100182,3.6,0.696,615.5,21.0,624.2,24.0,656.1,79.3,615.5,21.0,93.8,98.6
MR24-023 34,345,239127,4.27,16.4564,2.3,0.78615,4.4,0.093871,3.7,0.854,578.4,20.6,589.0,19.5,630.0,48.9,578.4,20.6,91.8,98.2
MR24-023 35,63,161852,3.16,5.9059,2.2,11.24667,5.1,0.481953,4.6,0.904,2535.8,97.3,2543.8,47.9,2550.2,36.8,2550.2,36.8,99.4,99.7
MR24-023 36,63,77968,1.23,15.1755,8.8,0.98255,10.3,0.108192,5.3,0.519,662.2,33.5,694.9,51.6,802.1,183.8,662.2,33.5,82.6,95.3
MR24-023 37,59,29666,3.6,13.6593,3.3,1.66251,5.9,0.164773,4.9,0.834,983.2,44.9,994.3,37.4,1018.9,65.9,1018.9,65.9,96.5,98.9
MR24-023 38,81,222888,1.24,5.0417,1.7,15.01492,4.6,0.549283,4.2,0.925,2822.2,96.5,2816.2,43.5,2811.9,28.4,2811.9,28.4,100.4,100.2
MR24-023 39,29,16375,1.27,16.7399,5.7,0.82707,8.8,0.100459,6.7,0.759,617.1,39.3,612.0,40.4,593.1,124.1,617.1,39.3,104.0,100.8
MR24-023 40,33,61837,1.71,7.8311,2.4,6.81074,7.9,0.387001,7.6,0.954,2108.9,135.9,2087.1,70.1,2065.7,41.7,2065.7,41.7,102.1,101.0
MR24-023 41,207,193194,1.61,16.6973,2.8,0.82353,4.9,0.099775,4.0,0.819,613.1,23.5,610.0,22.5,598.6,61.1,613.1,23.5,102.4,100.5
MR24-023 42,330,166936,3.86,18.9528,2.7,0.37941,4.2,0.052177,3.1,0.754,327.9,10.0,326.6,11.6,317.6,62.2,327.9,10.0,103.2,100.4
MR24-023 43,302,2983010,0.84,4.2018,1.8,19.23906,4.6,0.58656,4.2,0.921,2975.5,100.0,3053.9,44.0,3105.9,28.3,3105.9,28.3,95.8,97.4
MR24-023 44,646,3604409,167.52,16.2021,2.2,0.9038,3.5,0.106253,2.8,0.786,650.9,17.0,653.8,16.9,663.5,46.4,650.9,17.0,98.1,99.6
MR24-023 45,94,69716,2.51,16.2444,3.4,0.86694,6.1,0.102186,5.0,0.828,627.2,30.2,633.9,28.7,657.9,73.3,627.2,30.2,95.3,98.9
MR24-023 46,129,79634,2.6,14.0324,2.2,1.54499,5.5,0.157308,5.0,0.917,941.8,44.1,948.5,33.8,964.1,44.7,964.1,44.7,97.7,99.3
MR24-023 48,118,1282444,4.67,10.4849,1.8,3.4814,5.4,0.264857,5.1,0.945,1514.6,68.7,1523.0,42.5,1534.6,33.1,1534.6,33.1,98.7,99.4
MR24-023 49,304,7062571,2.18,4.5435,1.4,17.47071,3.2,0.575962,2.9,0.894,2932.3,67.3,2961.0,30.7,2980.7,23.0,2980.7,23.0,98.4,99.0
MR24-023 50,259,176802,3.15,10.2315,1.5,3.07074,3.6,0.227969,3.3,0.916,1323.8,39.8,1425.4,27.8,1580.5,27.3,1580.5,27.3,83.8,92.9
MR24-023 52,202,60681,0.93,16.654,2.7,0.83743,5.4,0.101196,4.7,0.863,621.4,27.6,617.7,25.0,604.2,59.2,621.4,27.6,102.8,100.6
MR24-023 53,68,50113,1.63,16.7767,4.2,0.79837,6.1,0.097187,4.4,0.728,597.9,25.4,595.9,27.5,588.3,90.9,597.9,25.4,101.6,100.3
MR24-023 54,250,2299111,5.5,4.7868,1.7,14.89588,3.4,0.517376,3.0,0.864,2688.0,65.5,2808.6,32.8,2896.3,28.2,2896.3,28.2,92.8,95.7
MR24-023 55,58,235757,0.56,16.7709,6.0,0.73372,8.3,0.089285,5.7,0.69,551.3,30.2,558.7,35.5,589.1,129.8,551.3,30.2,93.6,98.7
MR24-023 56,50,114840,1.27,8.676,2.7,4.1996,6.8,0.264374,6.2,0.917,1512.2,83.9,1673.9,55.7,1883.1,48.9,1883.1,48.9,80.3,90.3
MR24-023 57,53,281902,0.85,13.626,3.0,1.63248,6.3,0.161402,5.5,0.879,964.6,49.6,982.8,39.7,1023.8,60.8,1023.8,60.8,94.2,98.1
MR24-023 58,480,284595,4.4,13.8644,1.8,1.66425,3.8,0.167422,3.3,0.885,997.9,30.9,995.0,23.9,988.6,35.6,988.6,35.6,100.9,100.3
MR24-023 59,31,531112,2.52,7.4881,2.7,7.32708,7.7,0.398105,7.2,0.937,2160.3,132.5,2152.1,68.8,2144.3,47.1,2144.3,47.1,100.7,100.4
MR24-023 60,133,309702,1.85,8.029,1.7,6.29807,3.8,0.366911,3.4,0.892,2014.9,59.0,2018.2,33.5,2021.6,30.6,2021.6,30.6,99.7,99.8
MR24-023 61,271,927116,3.34,4.0955,1.5,21.02948,2.7,0.624935,2.3,0.849,3129.5,57.8,3140.0,26.6,3146.6,23.0,3146.6,23.0,99.5,99.7
MR24-023 62,64,78436,0.86,15.7278,4.1,0.92122,6.2,0.10513,4.6,0.745,644.4,28.3,663.0,30.1,726.8,87.5,644.4,28.3,88.7,97.2
MR24-023 63,200,235894,4.38,7.9617,1.2,6.46179,4.3,0.373295,4.1,0.958,2044.9,71.5,2040.7,37.5,2036.5,21.6,2036.5,21.6,100.4,100.2
MR24-023 67,271,59824,1.45,16.5574,2.3,0.82945,4.2,0.09965,3.5,0.839,612.4,20.4,613.3,19.2,616.8,48.8,612.4,20.4,99.3,99.9
MR24-023 68,558,1061803,1.6,4.7825,1.3,16.10863,3.6,0.558997,3.3,0.933,2862.5,76.9,2883.3,34.1,2897.8,20.9,2897.8,20.9,98.8,99.3
MR24-023 69,682,2106972,2.52,4.793,2.0,15.67517,3.5,0.545146,2.9,0.818,2805.0,65.1,2857.2,33.4,2894.3,32.7,2894.3,32.7,96.9,98.2
MR24-023 70,26,48843,0.89,8.3259,2.4,5.90117,5.7,0.356505,5.2,0.91,1965.6,88.0,1961.4,49.6,1957.0,42.4,1957.0,42.4,100.4,100.2
MR24-023 71,35,78542,1.51,7.8922,2.1,6.54604,7.3,0.37486,7.0,0.957,2052.2,122.5,2052.1,64.1,2052.0,37.2,2052.0,37.2,100.0,100.0
MR24-023 72,301,413554,10.98,7.9252,1.3,6.31065,2.7,0.362894,2.3,0.87,1995.9,39.8,2019.9,23.4,2044.6,23.2,2044.6,23.2,97.6,98.8
MR24-023 74,264,500678,3.56,19.1771,3.3,0.32863,5.1,0.045728,3.9,0.758,288.2,10.9,288.5,12.8,290.7,76.1,288.2,10.9,99.1,99.9
MR24-023 75,558,1355416,12.03,8.1416,1.1,6.01917,3.6,0.355585,3.4,0.954,1961.2,57.6,1978.6,31.1,1996.9,19.0,1996.9,19.0,98.2,99.1
MR24-023 76,236,5167912,1.81,4.9552,1.1,14.60823,3.5,0.525236,3.3,0.949,2721.3,73.6,2790.1,33.2,2840.1,18.0,2840.1,18.0,95.8,97.5
MR24-023 77,66,178237,1.85,7.8316,1.4,6.5413,4.8,0.371712,4.6,0.955,2037.5,79.6,2051.5,42.0,2065.6,24.9,2065.6,24.9,98.6,99.3
MR24-023 78,244,241845,1.54,16.6844,1.9,0.76119,4.0,0.092151,3.6,0.888,568.2,19.5,574.7,17.7,600.3,40.2,568.2,19.5,94.7,98.9
MR24-023 79,98,182513,1.05,7.7849,1.8,6.49506,4.4,0.366885,4.1,0.916,2014.7,70.2,2045.2,39.0,2076.1,31.4,2076.1,31.4,97.0,98.5
MR24-023 80,102,184013,3.44,7.9452,2.0,5.65696,4.2,0.326123,3.6,0.875,1819.6,57.6,1924.8,35.8,2040.1,35.6,2040.1,35.6,89.2,94.5
MR24-023 83,126,310568,1.74,5.7657,1.9,11.1927,4.3,0.468251,3.9,0.899,2475.9,80.2,2539.3,40.5,2590.4,31.6,2590.4,31.6,95.6,97.5
MR24-023 84,64,17647,3.34,18.8393,5.2,0.43047,7.0,0.058844,4.7,0.666,368.6,16.7,363.5,21.5,331.2,118.8,368.6,16.7,111.3,101.4
MR24-023 86,305,37321,2.09,4.5059,1.7,17.40772,3.9,0.569132,3.5,0.898,2904.3,81.7,2957.6,37.4,2994.0,27.6,2994.0,27.6,97.0,98.2
MR24-023 87,111,117447,5.25,4.5152,2.4,15.9146,5.6,0.521399,5.1,0.903,2705.1,111.7,2871.7,53.5,2990.7,38.6,2990.7,38.6,90.5,94.2
MR24-023 88,254,120554,8.38,18.1605,2.1,0.58245,3.6,0.076751,3.0,0.819,476.7,13.7,466.0,13.6,413.8,46.6,476.7,13.7,115.2,102.3
MR24-023 89,238,166193,16.36,16.759,2.3,0.81426,4.0,0.099016,3.3,0.823,608.6,19.0,604.8,18.1,590.6,48.9,608.6,19.0,103.0,100.6
MR24-023 90,216,192153,1.57,16.363,2.6,0.81694,4.0,0.096995,3.0,0.755,596.8,17.4,606.3,18.4,642.3,56.9,596.8,17.4,92.9,98.4
MR24-023 91,47,135035,3.46,7.5374,2.1,6.84561,6.9,0.374395,6.6,0.954,2050.0,116.1,2091.6,61.4,2132.8,36.2,2132.8,36.2,96.1,98.0
MR24-023 92,81,160498,0.64,16.2284,3.4,0.76751,5.9,0.090376,4.8,0.819,557.8,25.8,578.3,26.0,660.0,72.7,557.8,25.8,84.5,96.5
MR24-023 93,672,707039,2.41,16.522,1.9,0.84359,3.6,0.101132,3.1,0.854,621.0,18.1,621.1,16.6,621.4,40.1,621.0,18.1,99.9,100.0
MR24-023 95,248,251749,2.55,10.0158,1.5,3.31221,3.3,0.240712,3.0,0.896,1390.4,37.4,1483.9,26.0,1620.3,27.6,1620.3,27.6,85.8,93.7
MR24-023 96,154,183353,0.76,15.7709,2.5,1.01345,3.5,0.115973,2.6,0.72,707.3,17.1,710.6,18.1,721.0,52.1,707.3,17.1,98.1,99.5
MR24-023 97,231,58731,6.72,16.8065,1.8,0.78095,3.3,0.095234,2.8,0.838,586.4,15.6,586.0,14.8,584.5,39.5,586.4,15.6,100.3,100.1
MR24-023 98,135,1146646,2.69,4.8961,1.7,15.47147,4.2,0.549642,3.8,0.914,2823.7,87.5,2844.7,39.9,2859.7,27.6,2859.7,27.6,98.7,99.3
MR24-023 99,81,22843,2.38,17.3068,3.7,0.72835,6.0,0.091464,4.6,0.778,564.2,25.1,555.6,25.5,520.4,82.2,564.2,25.1,108.4,101.5
MR24-023 100,163,142038,1.15,6.1163,1.6,9.92345,3.9,0.440396,3.5,0.907,2352.4,69.6,2427.7,35.9,2491.4,27.6,2491.4,27.6,94.4,96.9
